dataset,method,method_label,seed,run_id,sample_index,question,choices,prediction_text,parsed_answer,gold_answer,valid,correct,best_test_acc,final_test_acc,checkpoint_path
vqa_rad_closed,base,Base,44,base_zero_shot,0,Where is the opacity located?,"Right of the midline, superior to the right hilum | not shown | uncertain | other",A,A,A,True,True,,,
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,49,"did early (reversible) ischemic injury increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,50,"does endocrine show esohagus, candida?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,51,what is present?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,52,where is this?,pancreas | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,53,what does this image show?,body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,54,is malignant lymphoma present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,55,what induced discoloration?,tetracycline | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,56,"does lymphangiomatosis show cervix, squamous metaplasia?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,57,does this image show excellent invasive tumor with marked desmoplastic reaction?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,58,is this typical lesion present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,59,what does this image show?,opened chest with breast plate removed easily seen air bubbles | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,60,"does this image show lung fibrosis, scleroderma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,61,are foci of metaplastic squamous epithelium seen at other places?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,62,what is there?,moderate microcytosis and hypochromia | not shown | uncertain | other,B,B,A,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,63,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,0,is jejunum present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,1,do stress induce involution in baby with hyaline membrane disease?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,2,what are present?,extremities | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,3,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,4,"does the cortical bone forming the outer shell show concentric lamellae along with osteocytic lacunae surrounding central blood vessels, while the trabecular bone forming the marrow space shows trabeculae with osteoclastic activity at the margins?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,5,what shows uniform cells having high mitotic rate?,the tumour | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,6,what is present?,endocrine | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,7,what are present?,extremities | not shown | uncertain | other,B,B,A,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,8,is abdomen present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,9,what is the necrotic ulcer base composed of?,granulation tissue overlaid by degraded blood | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,10,do a few areas show superficial invasive islands of malignant cells in the subepithelial soft tissues?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,11,does this image show lung?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,12,what does the abscess expand?,further causing necrosis of the cortex called sequestrum | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,13,what shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,14,"does this image show intestine, leiomyoma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,15,is hepatobiliary present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,16,is history present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,17,is gastrointestinal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,18,what is present?,respiratory | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,19,what is present?,gastrointestinal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,20,what is present?,hematologic | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,21,is liver present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,22,where is this?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,23,does this image show obviously greatly swollen and pale kidney?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,24,what is present?,adrenal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,25,where does this belong to?,endocrine system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,26,is oral present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,27,does this image show sarcoplasmic reticulum?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,28,is this myoma present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,29,what is present?,chronic myelogenous leukemia | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,30,what is present?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,31,"does linear fracture in occiput show kidney, acute tubular necrosis?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,32,what is present?,external view typical appearance but no tissue recognizable as ovary | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,33,is adenocarcinoma present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,34,is plexiform lesion characteristic of advanced pulmonary hypertension seen in small arteries?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,35,is hematologic present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,36,is adrenal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,37,what is present?,papillary intraductal adenocarcinoma | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,38,where is this in?,in vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,39,"are acute tubular epithelial cell injury with blebbing at the luminal pole, detachment of tubular cells from their underlying basement membranes, and granular present within the colon wall?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,40,is 70yof present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,41,does this image show thermal burned skin?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,42,does myoma lesion show epulis fissuratum?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,43,where is this from?,female reproductive system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,44,is intraductal papillomatosis with apocrine metaplasia present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,45,is varices present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,46,what is present?,cardiovascular | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,47,where is this?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,48,is a barely seen vascular mass extruding from occipital region of skull arms and legs present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,49,"did early (reversible) ischemic injury increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,50,"does endocrine show esohagus, candida?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,51,what is present?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,52,where is this?,pancreas | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,53,what does this image show?,body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,54,is malignant lymphoma present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,55,what induced discoloration?,tetracycline | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,56,"does lymphangiomatosis show cervix, squamous metaplasia?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,57,does this image show excellent invasive tumor with marked desmoplastic reaction?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,58,is this typical lesion present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,59,what does this image show?,opened chest with breast plate removed easily seen air bubbles | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,60,"does this image show lung fibrosis, scleroderma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,61,are foci of metaplastic squamous epithelium seen at other places?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,62,what is there?,moderate microcytosis and hypochromia | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,naive_async,Naive Async,44,naive_async_path_vqa_closed_20260602_024018,63,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/naive_async_path_vqa_closed_20260602_024018_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,0,is jejunum present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,1,do stress induce involution in baby with hyaline membrane disease?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,2,what are present?,extremities | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,3,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,4,"does the cortical bone forming the outer shell show concentric lamellae along with osteocytic lacunae surrounding central blood vessels, while the trabecular bone forming the marrow space shows trabeculae with osteoclastic activity at the margins?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,5,what shows uniform cells having high mitotic rate?,the tumour | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,6,what is present?,endocrine | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,7,what are present?,extremities | not shown | uncertain | other,B,B,A,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,8,is abdomen present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,9,what is the necrotic ulcer base composed of?,granulation tissue overlaid by degraded blood | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,10,do a few areas show superficial invasive islands of malignant cells in the subepithelial soft tissues?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,11,does this image show lung?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,12,what does the abscess expand?,further causing necrosis of the cortex called sequestrum | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,13,what shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,14,"does this image show intestine, leiomyoma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,15,is hepatobiliary present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,16,is history present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,17,is gastrointestinal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,18,what is present?,respiratory | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,19,what is present?,gastrointestinal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,20,what is present?,hematologic | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,21,is liver present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,22,where is this?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,23,does this image show obviously greatly swollen and pale kidney?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,24,what is present?,adrenal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,25,where does this belong to?,endocrine system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,26,is oral present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,27,does this image show sarcoplasmic reticulum?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,28,is this myoma present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
